BattingTeam,BowlingTeam,Venue,Overs,current_score,wickets_left,current_run_rate,required_run_rate,target
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",10.4,96,8,9.0,12.0,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",10.5,96,8,8.861538461538462,12.21818181818182,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",10.6,97,8,8.818181818181818,12.333333333333334,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",10.7,98,8,8.776119402985074,12.452830188679243,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",11.1,99,8,8.865671641791044,12.339622641509434,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",11.2,99,8,8.735294117647058,12.576923076923077,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",11.3,100,8,8.695652173913043,12.705882352941176,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",11.4,101,8,8.657142857142857,12.84,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",11.5,101,8,8.535211267605634,13.10204081632653,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",11.6,102,8,8.5,13.25,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",12.1,103,8,8.465753424657533,13.404255319148936,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",12.2,104,8,8.432432432432432,13.565217391304348,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",12.3,105,8,8.4,13.733333333333333,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",12.4,107,8,8.447368421052632,13.772727272727272,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",12.5,108,8,8.415584415584416,13.953488372093023,208
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",12.6,109,8,8.384615384615385,14.142857142857142,208
